satellite_id,timestamp,orbit_error_m,clock_error_ns,radial_error_m,ephemeris_age_hours
G21,2025-07-07 11:00:00,39517460.25378963,45195950.0813232,-29401769.138404664,1.0
G22,2025-07-07 11:00:00,30706430.62480348,1305312.2868088242,-17572589.16849938,1.0
G23,2025-07-07 11:00:00,50092874.093576975,8973939.066978712,-47265966.38777592,1.0
G24,2025-07-07 11:00:00,32494750.422097817,13379320.819200167,-20008811.328659896,0.9955555555555555
G25,2025-07-07 11:00:00,34611528.844900556,-2121080.295600444,-22799247.898302536,1.0
G26,2025-07-07 11:00:00,29027686.179555602,4731721.898534358,-16093619.199522497,1.0
G27,2025-07-07 11:00:00,20712151.23921278,326338.1141807933,-8005259.224945585,1.0
G28,2025-07-07 11:00:00,37094346.46107378,-4079053.865390454,-25896139.15584395,1.0
G29,2025-07-07 11:00:00,43801172.89238786,6852824.817969403,-36132437.293701164,1.0
G30,2025-07-07 11:00:00,4628468.644455692,14684600.597653294,-178810.77516392176,1.0
G31,2025-07-07 11:00:00,30477560.99103927,1957928.7329729837,-17159221.87678106,0.9955555555555555
G32,2025-07-07 11:00:00,41480786.283552386,16805711.40561814,-32560174.71873264,1.0
G01,2025-07-07 11:15:00,33740114.89989194,12400333.714905892,-21440132.984234497,0.75
G02,2025-07-07 11:15:00,40369550.61054497,12889853.142876776,-30926457.226922914,0.7455555555555555
G03,2025-07-07 11:15:00,40599302.79937034,-1794781.1125635211,-31156580.12485498,0.7455555555555555
G04,2025-07-07 11:15:00,30040477.195678316,6037000.316283672,-16999327.077963352,0.75
G05,2025-07-07 11:15:00,15136332.071607256,-1305279.8387224113,-4355175.613289375,0.75
G06,2025-07-07 11:15:00,46183792.01862503,-22842719.14016971,-40249710.39186478,0.75
G07,2025-07-07 11:15:00,20219752.634110052,-6200198.301300168,-7167099.622955659,0.75
G08,2025-07-07 11:15:00,22098543.630885795,2121135.9113397207,-9399905.841470875,0.75
G09,2025-07-07 11:15:00,46271302.47967857,11421362.30480341,-40341499.10218904,0.75
G10,2025-07-07 11:15:00,45386007.62123843,-14521415.843485713,-38595334.21016668,0.75
G11,2025-07-07 11:15:00,22529503.721419383,12726663.471635377,-9577441.750669373,0.75
G12,2025-07-07 11:15:00,50569823.764198646,-1957926.1878474273,-48226737.52072797,0.75
G13,2025-07-07 11:15:00,37842788.76934007,-326305.6289850053,-26959531.791733786,0.7455555555555555
G14,2025-07-07 11:15:00,47287966.676039025,6852830.655586663,-42219993.88748143,0.75
G15,2025-07-07 11:15:00,39320672.18335794,5710650.852370374,-29168714.311091594,0.75
G16,2025-07-07 11:15:00,36407225.91915926,11910847.76409373,-24588229.96115133,0.75
G17,2025-07-07 11:15:00,50403225.59450348,-23821708.559573125,-47800476.60585997,0.7455555555555555
G18,2025-07-07 11:15:00,24316378.929017816,9463411.30696823,-10936166.80353993,0.75
G19,2025-07-07 11:15:00,11181415.83395706,4568569.3845586,-2520883.4127851496,0.75
G20,2025-07-07 11:15:00,32058531.04745988,-163164.57396547406,-19266259.16458346,0.75
G21,2025-07-07 11:15:00,40839652.28938225,45032787.67367698,-31400657.95421134,0.75
G22,2025-07-07 11:15:00,31898105.12656087,1305311.6339468912,-18928397.427962136,0.75
G23,2025-07-07 11:15:00,51115155.70556269,8973938.89066381,-49267020.53990289,0.75
G24,2025-07-07 11:15:00,35912690.6598099,13379315.85709102,-24405091.521004986,0.7455555555555555
G25,2025-07-07 11:15:00,42876015.70695955,-2121079.3602309674,-34946915.756295614,0.75
G26,2025-07-07 11:15:00,27654445.878859803,4731719.371043544,-14592277.125852413,0.75
G27,2025-07-07 11:15:00,29842361.82954236,326327.99588846054,-16540452.24942165,0.75
G28,2025-07-07 11:15:00,38533347.83788199,-4079054.211678529,-27945364.369859565,0.75
G29,2025-07-07 11:15:00,42490853.01362821,6852824.383136007,-34018539.97824267,0.75
G30,2025-07-07 11:15:00,780524.6156484032,14684598.57157981,238779.63978260057,0.75
G31,2025-07-07 11:15:00,31918669.366055436,1957930.5920225256,-18846340.25021866,0.7455555555555555
G32,2025-07-07 11:15:00,43801505.308954515,16805709.68213469,-36268782.21782821,0.75
G01,2025-07-07 11:30:00,33241514.127526674,12400333.616594587,-20810282.438208863,0.5
G02,2025-07-07 11:30:00,39109630.33948402,12889850.199774576,-29108375.822590597,0.4955555555555556
G03,2025-07-07 11:30:00,39208307.863609575,-1794783.0938538082,-29072305.406927045,0.4955555555555556
G04,2025-07-07 11:30:00,32250386.23937152,6037000.886309603,-19573499.510172904,0.5
G05,2025-07-07 11:30:00,17997646.20349822,-1305280.1530179314,-6145233.072534352,0.5
G06,2025-07-07 11:30:00,45249052.444122575,-22842719.511965275,-38625522.19246917,0.5
G07,2025-07-07 11:30:00,24749624.331872292,-6200201.839759015,-11017795.718522532,0.5
G08,2025-07-07 11:30:00,19449028.393237628,2121136.7056877096,-7389911.488692254,0.5
G09,2025-07-07 11:30:00,45668559.21134,11421361.318239365,-39307153.88407425,0.5
G10,2025-07-07 11:30:00,46389735.36407144,-14521416.367170695,-40376055.56096476,0.5
G11,2025-07-07 11:30:00,19064747.220786847,12726663.635995869,-6877725.494617455,0.5
G12,2025-07-07 11:30:00,49515039.03125279,-1957925.0695647798,-46268628.48897995,0.5
G13,2025-07-07 11:30:00,36321776.17500907,-326306.12041679677,-24886740.7795411,0.4955555555555556
G14,2025-07-07 11:30:00,48134326.73748439,6852831.184716544,-43774821.5191956,0.5
G15,2025-07-07 11:30:00,40451810.461230084,5710648.553211847,-30794195.644844383,0.5
G16,2025-07-07 11:30:00,36493057.94404235,11910851.925388966,-24706428.641417634,0.5
G17,2025-07-07 11:30:00,49143720.01293598,-23821711.351787485,-45429855.861670695,0.4955555555555556
G18,2025-07-07 11:30:00,28083097.514805876,9463412.897250302,-14672427.684701152,0.5
G19,2025-07-07 11:30:00,9961177.25748023,4568567.54428417,-2029165.9760840554,0.5
G20,2025-07-07 11:30:00,33060515.522236284,-163163.77637153154,-20492463.436544176,0.5
G21,2025-07-07 11:30:00,39444987.22597153,45032787.63671035,-29292548.556933302,0.5
G22,2025-07-07 11:30:00,32494960.165076,1305315.1776431985,-19658289.868366692,0.5
G23,2025-07-07 11:30:00,51930888.664591834,8973938.21352322,-50878495.446017236,0.5
G24,2025-07-07 11:30:00,39309671.66112239,13379310.77651631,-29193689.734410174,0.4955555555555556
G25,2025-07-07 11:30:00,41424988.54460761,-2121080.386804634,-32652450.25117954,0.5
G26,2025-07-07 11:30:00,25833515.06255621,4731716.645343885,-12714915.737304542,0.5
G27,2025-07-07 11:30:00,27331645.00581445,326331.9562391562,-13882025.859454263,0.5
G28,2025-07-07 11:30:00,40523350.6021627,-4079054.0265988926,-30908621.151113313,0.5
G29,2025-07-07 11:30:00,40746324.42614027,6852823.796807806,-31301668.700833134,0.5
G30,2025-07-07 11:30:00,6230820.804037831,14684596.573414404,-458239.06244817236,0.5
G31,2025-07-07 11:30:00,34066630.05889658,1957932.83852274,-21525843.20930088,0.4955555555555556
G32,2025-07-07 11:30:00,45237657.08124204,16805707.231195934,-38666281.44208453,0.5
G01,2025-07-07 11:45:00,33604021.83589307,12400333.495096462,-21265074.805739153,0.25
G02,2025-07-07 11:45:00,37341923.30738094,12889846.490224259,-26633860.786440887,0.24555555555555555
G03,2025-07-07 11:45:00,37822854.747118704,-1794785.044763433,-27066044.829787795,0.24555555555555555
G04,2025-07-07 11:45:00,34514026.17394289,6037001.5802988345,-22399747.385696802,0.25
G05,2025-07-07 11:45:00,20635464.171623874,-1305280.7549077854,-8067923.516866943,0.25
G06,2025-07-07 11:45:00,43932236.39662863,-22842719.809468094,-36398653.33408717,0.25
G07,2025-07-07 11:45:00,28895842.437269013,-6200204.2661015885,-15233048.94098606,0.25
G08,2025-07-07 11:45:00,17321416.265404403,2121137.1562738433,-5969583.319239417,0.25
G09,2025-07-07 11:45:00,44651583.24858537,11421360.327406399,-37587560.81869932,0.25
G10,2025-07-07 11:45:00,47302116.3178189,-14521417.330646243,-42038290.4662902,0.25
G11,2025-07-07 11:45:00,16038514.72097785,12726663.773960032,-4890522.898076225,0.25
G12,2025-07-07 11:45:00,48358271.44659397,-1957924.2902055907,-44161036.12951944,0.25
G13,2025-07-07 11:45:00,35018149.156556584,-326308.5342408835,-23184308.769627366,0.24555555555555555
G14,2025-07-07 11:45:00,48700410.12209191,6852831.418140862,-44837560.385102086,0.25
G15,2025-07-07 11:45:00,41100211.549363345,5710647.088814447,-31716719.41254156,0.25
G16,2025-07-07 11:45:00,36846157.718344405,11910856.070950566,-25197755.68332707,0.25
G17,2025-07-07 11:45:00,47768137.22344507,-23821713.720793176,-42913240.75569652,0.24555555555555555
G18,2025-07-07 11:45:00,31372656.429084647,9463414.51384618,-18373515.646949142,0.25
G19,2025-07-07 11:45:00,11430571.376488337,4568565.504770858,-2613756.4494698895,0.25
G20,2025-07-07 11:45:00,33544865.32589705,-163163.06999003328,-21097618.585019924,0.25
G21,2025-07-07 11:45:00,37849511.508833215,45032787.58613474,-26970666.29389793,0.25
G22,2025-07-07 11:45:00,32809982.721991107,1305318.5052007537,-20060313.21574945,0.25
G23,2025-07-07 11:45:00,52523613.08804768,8973937.343880983,-52069063.36495364,0.25
G24,2025-07-07 11:45:00,42485267.389822535,13379305.633119855,-34040588.24286016,0.24555555555555555
G25,2025-07-07 11:45:00,39934603.45327714,-2121081.8903943673,-30367930.467598304,0.25
G26,2025-07-07 11:45:00,23604509.470127754,4731713.752794106,-10588428.128222529,0.25
G27,2025-07-07 11:45:00,24637446.46495147,326335.8818366506,-11292727.971547008,0.25
G28,2025-07-07 11:45:00,42640755.51907625,-4079053.896411646,-34225316.814033166,0.25
G29,2025-07-07 11:45:00,38637852.21481393,6852823.2317757085,-28168528.825200975,0.25
G30,2025-07-07 11:45:00,11735374.990824515,14684594.77133064,-2311191.7263535447,0.25
G31,2025-07-07 11:45:00,36664337.3483491,1957935.3944676956,-25013644.347479954,0.24555555555555555
G32,2025-07-07 11:45:00,46560227.48846646,16805704.963261884,-40943294.35901051,0.25
G01,2025-07-07 12:00:00,34776975.49259117,12400333.404230505,-22773157.533834275,0.0
G02,2025-07-07 12:00:00,35122886.69345041,12889842.675647104,-23672713.411623664,0.0044444444444444444
G03,2025-07-07 12:00:00,36569787.469717465,-1794783.7358661487,-25312691.44571059,0.0
G04,2025-07-07 12:00:00,36681629.66465658,6037002.429321925,-25285705.037764903,0.0
G05,2025-07-07 12:00:00,22976049.80109992,-1305281.3675736676,-9993811.572999112,0.0
G06,2025-07-07 12:00:00,42294148.96216821,-22842719.963994667,-33723894.195430495,0.0
G07,2025-07-07 12:00:00,32570295.594425604,-6200206.489533043,-19515541.46585422,0.0
G08,2025-07-07 12:00:00,16094789.647319866,2121137.216101533,-5237827.103795644,0.0
G09,2025-07-07 12:00:00,43264351.63019272,11421359.340941073,-35300865.00413401,0.0
G10,2025-07-07 12:00:00,48066089.888457224,-14521418.567145923,-43467116.40893772,0.0
G11,2025-07-07 12:00:00,14006062.441674497,12726663.713372871,-3752040.1135796607,0.0
G12,2025-07-07 12:00:00,47173378.95831435,-1957923.7252130266,-42049502.0669924,0.0
G13,2025-07-07 12:00:00,34050850.958240755,-326310.84837606584,-21969600.163980495,0.0044444444444444444
G14,2025-07-07 12:00:00,48955870.00461151,6852831.404166005,-45332527.65531461,0.0
G15,2025-07-07 12:00:00,41248404.320543945,5710646.3540135315,-31879790.677101057,0.0
G16,2025-07-07 12:00:00,37435376.86731745,11910860.074710123,-26030906.3591226,0.0
G17,2025-07-07 12:00:00,46371643.75105861,-23821714.100789987,-40431699.489917904,0.0
G18,2025-07-07 12:00:00,34127682.97043049,9463416.128772562,-21787365.64735835,0.0
G19,2025-07-07 12:00:00,14734053.236215975,4568563.139652443,-4237020.8907289915,0.0
G20,2025-07-07 12:00:00,33501962.263738398,-163161.89383129272,-21042064.30780921,0.0
G21,2025-07-07 12:00:00,36143686.74917978,45032787.56969709,-24594138.736123852,0.0
G22,2025-07-07 12:00:00,32829049.269520096,1305321.4436075632,-20106440.96712147,0.0
G23,2025-07-07 12:00:00,52859528.588524856,8973936.249092363,-52755406.945887,0.0
G24,2025-07-07 12:00:00,45289185.69620397,13379300.402327633,-38608464.682425745,0.0
G25,2025-07-07 12:00:00,38510084.2383764,-2121083.8440210046,-28255098.901297275,0.0
G26,2025-07-07 12:00:00,21019582.89738036,4731710.810118434,-8357395.266386298,0.0
G27,2025-07-07 12:00:00,21902754.790375896,326339.62724997004,-8941749.188450532,0.0
G28,2025-07-07 12:00:00,44732765.1199418,-4079053.738655818,-37667996.8127997,0.0
G29,2025-07-07 12:00:00,36260586.20302151,6852822.460789661,-24834238.632084295,0.0
G30,2025-07-07 12:00:00,17043564.048387174,14684593.119617315,-5190284.243181741,0.0
G31,2025-07-07 12:00:00,39462719.99523277,1957938.1730434638,-29068873.77312635,0.0044444444444444444
G32,2025-07-07 12:00:00,47692215.55643302,16805702.80726953,-42945796.19933613,0.0
G01,2025-07-07 12:15:00,36607827.99798799,12400333.338742562,-25231036.126472708,0.25
G02,2025-07-07 12:15:00,32531619.192426767,12889838.390755074,-20428224.84085855,0.2544444444444444
G03,2025-07-07 12:15:00,35503392.28151917,-1794785.5478323898,-23867035.199796043,0.25
G04,2025-07-07 12:15:00,38633808.734800726,6037003.260745253,-28035225.07124605,0.25
G05,2025-07-07 12:15:00,24963636.00401453,-1305282.113392147,-11792757.548672572,0.25
G06,2025-07-07 12:15:00,40416897.24151365,-22842719.985150322,-30786476.52735129,0.25
G07,2025-07-07 12:15:00,35702766.05617411,-6200207.823573745,-23566461.17196899,0.25
G08,2025-07-07 12:15:00,16068139.69696738,2121136.853699936,-5247598.476791578,0.25
G09,2025-07-07 12:15:00,41570875.99294026,11421358.375095828,-32604069.11215858,0.25
G10,2025-07-07 12:15:00,48635668.99790433,-14521420.205573387,-44562774.42366126,0.25
G11,2025-07-07 12:15:00,13581837.431325868,12726663.581360472,-3540472.2600186905,0.25
G12,2025-07-07 12:15:00,46041986.14824468,-1957923.4522867345,-40080687.54047536,0.25
G13,2025-07-07 12:15:00,33518205.22661003,-326313.6657779248,-21327544.123952694,0.2544444444444444
G14,2025-07-07 12:15:00,48886753.915838964,6852831.1843765145,-45223697.378935345,0.25
G15,2025-07-07 12:15:00,40894877.611297145,5710645.923567978,-31277823.431863643,0.25
G16,2025-07-07 12:15:00,38210913.715698086,11910863.95091208,-27151888.996968035,0.25
G17,2025-07-07 12:15:00,45040217.068612814,-23821715.231150344,-38130854.23160682,0.25
G18,2025-07-07 12:15:00,36300588.897984356,9463417.726294154,-24682390.498191904,0.25
G19,2025-07-07 12:15:00,18773598.84738684,4568560.308895849,-6787895.358187562,0.25
G20,2025-07-07 12:15:00,32933524.157481004,-163160.69996396915,-20331371.53396271,0.25
G21,2025-07-07 12:15:00,34436908.9556464,45032787.557973005,-22325841.604937308,0.25
G22,2025-07-07 12:15:00,32549576.889588267,1305324.2565415306,-19791553.104125343,0.25
G23,2025-07-07 12:15:00,52919635.533984356,8973935.118227191,-52889338.136486135,0.25
G24,2025-07-07 12:15:00,47619751.96156448,13379295.419656986,-42599608.45879738,0.25
G25,2025-07-07 12:15:00,37264216.5613288,-2121086.203550874,-26464474.16948747,0.25
G26,2025-07-07 12:15:00,18147256.61068309,4731707.829071941,-6174102.220361828,0.25
G27,2025-07-07 12:15:00,19327824.429196533,326343.2219853006,-6982976.279647142,0.25
G28,2025-07-07 12:15:00,46668701.58566136,-4079053.6324143065,-41000596.64162269,0.25
G29,2025-07-07 12:15:00,33739258.41502697,6852821.499900243,-21527701.98641706,0.25
G30,2025-07-07 12:15:00,22059166.098829135,14684591.723885186,-8894845.603707358,0.25
G31,2025-07-07 12:15:00,42247878.3724712,1957940.7068227774,-33410269.89475703,0.2544444444444444
G32,2025-07-07 12:15:00,48572303.91646789,16805701.017940138,-44537760.69874603,0.25
G01,2025-07-07 12:30:00,38889199.02111484,12400333.26399278,-28470222.692472722,0.5
G02,2025-07-07 12:30:00,29676217.51903648,12889833.546791248,-17123822.649154086,0.5044444444444445
G03,2025-07-07 12:30:00,34745342.55084763,-1794787.2159249978,-22866419.499614283,0.5
G04,2025-07-07 12:30:00,40278037.86975909,6037004.2319606785,-30461589.817064118,0.5
G05,2025-07-07 12:30:00,26554740.998210207,-1305283.0621819221,-13342624.37153977,0.5
G06,2025-07-07 12:30:00,38405342.23349349,-22842719.949656215,-27789147.99642371,0.5
G07,2025-07-07 12:30:00,38237143.26457183,-6200208.193990455,-27106991.240848266,0.5
G08,2025-07-07 12:30:00,17251950.58862213,2121136.0907125324,-6002088.571639823,0.5
G09,2025-07-07 12:30:00,39656754.16830087,11421357.441840705,-29682374.100353535,0.5
G10,2025-07-07 12:30:00,48977245.091786474,-14521422.236362446,-45247847.52246884,0.5
G11,2025-07-07 12:30:00,14931192.937805194,12726663.418028649,-4270676.60919003,0.5
G12,2025-07-07 12:30:00,45048242.033073984,-1957923.7778968236,-38391940.868962444,0.5
G13,2025-07-07 12:30:00,33479120.146388277,-326316.3906855918,-21304840.87250007,0.5044444444444445
G14,2025-07-07 12:30:00,48495609.67245246,6852830.774105079,-44517480.16256392,0.5
G15,2025-07-07 12:30:00,40053535.34589906,5710646.482975651,-29955387.52021068,0.5
G16,2025-07-07 12:30:00,39110673.08999412,11910867.821121901,-28487186.242690835,0.5
G17,2025-07-07 12:30:00,43881633.326265015,-23821716.075076547,-36176441.35075362,0.5
G18,2025-07-07 12:30:00,37854068.238409795,9463419.26113141,-26863162.623980287,0.5
G19,2025-07-07 12:30:00,22960733.233035695,4568557.464203503,-10088822.867649274,0.5
G20,2025-07-07 12:30:00,31852601.53374075,-163159.81351820205,-19015761.587383278,0.5
G21,2025-07-07 12:30:00,32854937.924803007,45032787.55833081,-20321237.85869816,0.5
G22,2025-07-07 12:30:00,31980641.45161717,1305326.330387359,-19134055.865519017,0.5
G23,2025-07-07 12:30:00,52700048.96332978,8973933.789024472,-52461257.47468854,0.5
G24,2025-07-07 12:30:00,49395808.100647576,13379290.683704264,-45744129.75757011,0.5
G25,2025-07-07 12:30:00,36307116.30889316,-2121088.9470596286,-25124159.101701822,0.5
G26,2025-07-07 12:30:00,15082201.060050804,4731704.8269903185,-4187922.597445622,0.5
G27,2025-07-07 12:30:00,17189616.05477716,326346.5501422265,-5545214.260226138,0.5
G28,2025-07-07 12:30:00,47944623.972808756,-4079053.0996546177,-43273830.78446849,0.4955555555555556
G29,2025-07-07 12:30:00,31233678.92030704,6852820.654136962,-18476028.039536927,0.5
G30,2025-07-07 12:30:00,26695050.50172812,14684590.561576864,-13167717.937290236,0.5
G31,2025-07-07 12:30:00,44846638.51207542,1957943.9377004495,-37735611.68876211,0.5044444444444445
G32,2025-07-07 12:30:00,49155485.79554386,16805699.43683256,-45610509.26829107,0.5
G01,2025-07-07 12:45:00,41566369.89475985,12400332.703077463,-32519468.823764868,0.49444444444444446
G02,2025-07-07 12:45:00,26704424.383468665,12889828.636956705,-13988149.36225646,0.7544444444444445
G03,2025-07-07 12:45:00,34370119.70250081,-1794788.735186288,-22381088.08961973,0.75
G04,2025-07-07 12:45:00,41544939.78465886,6037005.157641774,-32400056.810359824,0.75
G05,2025-07-07 12:45:00,27716004.507354394,-1305284.2389921607,-14537530.96220946,0.75
G06,2025-07-07 12:45:00,36387823.64604196,-22842719.78670221,-24938135.61610826,0.75
G07,2025-07-07 12:45:00,40130283.73491396,-6200207.7980741225,-29897780.2191855,0.75
G08,2025-07-07 12:45:00,19359758.964613497,2121134.909493839,-7454145.895191682,0.75
G09,2025-07-07 12:45:00,37630754.91691781,11421356.571106797,-26736558.206615083,0.75
G10,2025-07-07 12:45:00,49070391.701154046,-14521424.517079948,-45473011.202241994,0.75
G11,2025-07-07 12:45:00,17577679.705264453,12726663.169547204,-5893158.051324157,0.75
G12,2025-07-07 12:45:00,44271577.985783316,-1957924.3887496823,-37101431.23141991,0.75
G13,2025-07-07 12:45:00,33939583.87653724,-326319.25229790976,-21906644.856264863,0.7544444444444445
G14,2025-07-07 12:45:00,47801578.52765275,6852830.095550238,-43262460.51199075,0.75
G15,2025-07-07 12:45:00,38753784.32412625,5710647.719127044,-28003338.88244064,0.75
G16,2025-07-07 12:45:00,40066957.57234912,11910871.26852286,-29948245.852480184,0.75
G17,2025-07-07 12:45:00,42991951.35759623,-23821716.012817662,-34699713.97548624,0.75
G18,2025-07-07 12:45:00,38761572.38215749,9463420.653866947,-28183531.292025436,0.75
G19,2025-07-07 12:45:00,27000140.410922457,4568554.476452369,-13907697.533177998,0.75
G20,2025-07-07 12:45:00,30283817.826816365,-163159.11272765952,-17186502.64196495,0.75
G21,2025-07-07 12:45:00,31532555.24920083,45032787.55768309,-18717722.20775346,0.75
G22,2025-07-07 12:45:00,31143411.495109104,1305328.6058692685,-18175033.291121528,0.75
G23,2025-07-07 12:45:00,52212096.750549816,8973932.329416335,-51500879.325846374,0.75
G24,2025-07-07 12:45:00,50565221.80876809,13379286.254414173,-47839808.34357661,0.75
G25,2025-07-07 12:45:00,35731849.816856615,-2121091.970592604,-24330262.822259,0.75
G26,2025-07-07 12:45:00,11971883.921489788,4731701.932117788,-2534828.6854289663,0.75
G27,2025-07-07 12:45:00,15830774.311733242,326349.56565306033,-4723849.507923749,0.75
G28,2025-07-07 12:45:00,49223207.371529624,-4079053.010875913,-45613564.46589893,0.24555555555555555
G29,2025-07-07 12:45:00,28942203.82588201,6852819.726428971,-15889046.524752596,0.75
G30,2025-07-07 12:45:00,30871622.40470633,14684589.681604236,-17713515.390485153,0.75
G31,2025-07-07 12:45:00,47123094.7579125,1957947.061378871,-41742841.4730093,0.7544444444444445
G32,2025-07-07 12:45:00,49413223.19153773,16805698.130643424,-46090274.40985079,0.75
G01,2025-07-07 13:00:00,44155276.7058408,12400332.694359535,-36692785.97048946,0.24444444444444444
G02,2025-07-07 13:00:00,12346216.391319402,12889816.549793852,-3420916.3986672536,1.0
G03,2025-07-07 13:00:00,36867707.09448766,-1794791.7069114852,-25749397.209317956,0.9955555555555555
G04,2025-07-07 13:00:00,42385391.01727297,6037006.128572571,-33718915.96496867,1.0
G05,2025-07-07 13:00:00,28423392.95367613,-1305285.5660968137,-15295103.65623455,1.0
G06,2025-07-07 13:00:00,34514271.15719513,-22842719.49045948,-22428979.863176696,1.0
G07,2025-07-07 13:00:00,41351690.83007748,-6200206.39803164,-31755003.957057696,1.0
G08,2025-07-07 13:00:00,12538140.131104376,2121134.3914805776,-3344603.7759893667,0.9955555555555555
G09,2025-07-07 13:00:00,35625435.01631421,11421355.746785877,-23969245.916018862,1.0
G10,2025-07-07 13:00:00,48908353.20696921,-14521427.026436916,-45220892.09226392,1.0
G11,2025-07-07 13:00:00,20897241.623839986,12726662.795201942,-8297435.112414105,1.0
G12,2025-07-07 13:00:00,44597009.078485124,-1957925.84744866,-37647102.54055822,0.9955555555555555
G13,2025-07-07 13:00:00,36404090.84761896,-326322.88016734755,-25170554.17864845,1.0
G14,2025-07-07 13:00:00,46840457.98856451,6852829.200259346,-41546080.809094466,1.0
G15,2025-07-07 13:00:00,37041349.57157181,5710649.404873099,-25552212.950439937,1.0
G16,2025-07-07 13:00:00,41012309.88069691,11910874.316579813,-31437075.564921215,1.0
G17,2025-07-07 13:00:00,40962168.81560735,-23821715.088927325,-31448194.93305334,0.9955555555555555
G18,2025-07-07 13:00:00,39007672.053719886,9463421.966825847,-28556316.536239587,1.0
G19,2025-07-07 13:00:00,30718457.118156694,4568551.11169549,-17974052.822623685,1.0
G20,2025-07-07 13:00:00,28264023.925603945,-163157.81313473542,-14969553.781100322,1.0
G21,2025-07-07 13:00:00,30599060.24061342,45032787.56880102,-17625201.460150108,1.0
G22,2025-07-07 13:00:00,30071905.492130626,1305329.715592965,-16975931.690590486,1.0
G23,2025-07-07 13:00:00,51482219.91291899,8973930.797029868,-50075162.86136833,1.0
G24,2025-07-07 13:00:00,44219796.49418454,13379286.079401521,-36691205.346144885,0.9955555555555555
G25,2025-07-07 13:00:00,35598522.14490328,-2121095.2579560406,-24139723.421076097,1.0
G26,2025-07-07 13:00:00,9093902.583222382,4731699.10002441,-1327788.7729228793,1.0
G27,2025-07-07 13:00:00,15552834.920820713,326352.2242473405,-4574457.310669395,1.0
G28,2025-07-07 13:00:00,50120153.33596914,-4079052.9177423716,-47291642.871829726,0.0044444444444444444
G29,2025-07-07 13:00:00,27095520.698406264,6852819.051509207,-13944965.38604941,1.0
G30,2025-07-07 13:00:00,34517678.14063493,14684589.066643078,-22219398.489634983,1.0
G31,2025-07-07 13:00:00,47771116.768424526,1957949.3661086569,-42905465.16435239,1.0
G32,2025-07-07 13:00:00,49333443.70899856,16805697.153726794,-45943439.979027405,1.0
G01,2025-07-07 13:15:00,46560007.55638137,12400332.721570011,-40794724.764274895,0.005555555555555556
G02,2025-07-07 13:15:00,9916573.347610973,12889811.510131158,-2329347.3199407975,0.75
G03,2025-07-07 13:15:00,37119046.74163837,-1794793.0906607544,-26104223.73222758,0.7455555555555555
G04,2025-07-07 13:15:00,39973721.888312556,6037008.6843149485,-29983351.27510154,0.75
G05,2025-07-07 13:15:00,28143585.976870593,-1305294.4277810075,-15086144.361900074,0.75
G06,2025-07-07 13:15:00,31156973.862703253,-22842719.4656328,-18272610.758911032,0.75
G07,2025-07-07 13:15:00,40756048.024809785,-6200205.413100294,-30795973.060206518,0.75
G08,2025-07-07 13:15:00,16233460.665114079,2121133.1258004513,-5336301.394066816,0.7455555555555555
G09,2025-07-07 13:15:00,32947632.533364262,11421355.172080018,-20498546.200371463,0.75
G10,2025-07-07 13:15:00,50140873.60154342,-14521427.618544579,-47609291.55570445,0.75
G11,2025-07-07 13:15:00,20340417.381845422,12726662.907753631,-7865560.0318895,0.75
G12,2025-07-07 13:15:00,44335165.467058755,-1957927.3300873828,-37226723.73655626,0.7455555555555555
G13,2025-07-07 13:15:00,37692039.432320006,-326325.4197648569,-26967535.22209534,0.75
G14,2025-07-07 13:15:00,42369928.597547345,6852826.119258168,-33997489.71960564,0.75
G15,2025-07-07 13:15:00,37399880.71656818,5710648.77173554,-26062041.221564744,0.75
G16,2025-07-07 13:15:00,47163439.21013448,11910878.182661999,-41765248.80450201,0.75
G17,2025-07-07 13:15:00,40979288.15283173,-23821714.0094213,-31436748.451023705,0.7455555555555555
G18,2025-07-07 13:15:00,41990123.12768488,9463422.513590027,-33096860.395705737,0.75
G19,2025-07-07 13:15:00,34856244.55161658,4568550.919444694,-23123794.01836856,0.75
G20,2025-07-07 13:15:00,26630281.58922975,-163158.62246594336,-13289067.612752793,0.75
G21,2025-07-07 13:15:00,27110514.219088744,45032787.49620133,-13834682.629584763,0.75
G22,2025-07-07 13:15:00,33799800.10700976,1305330.4795331985,-21563536.844481792,0.75
G23,2025-07-07 13:15:00,51312405.04478974,8973932.30682745,-49719612.69062805,0.75
G24,2025-07-07 13:15:00,45377757.720851034,13379282.10005037,-38551134.581309415,0.7455555555555555
G25,2025-07-07 13:15:00,37298210.377687134,-2121102.792137377,-26481183.695827395,0.75
G26,2025-07-07 13:15:00,8634883.360392062,4568538.617963214,-1187019.6060515,0.75
G27,2025-07-07 13:15:00,11075411.277735945,326357.93431210855,-2468724.6681465516,0.75
G28,2025-07-07 13:15:00,50595403.24984641,-4079052.874479375,-48193100.4454716,0.2544444444444444
G29,2025-07-07 13:15:00,28211879.09414361,6852816.696620853,-15097742.787073435,0.75
G30,2025-07-07 13:15:00,36495110.484135546,14684589.1316865,-24865238.797085404,0.75
G31,2025-07-07 13:15:00,48949385.62852388,1957952.3137223907,-45094748.36366247,0.75
G32,2025-07-07 13:15:00,45342101.02703634,16968858.69666434,-38758908.54816104,0.75
